car_name,year,selling_price,mileage_km,fuel_type,seller_type,transmission,owner,fuel_efficiency,engine_cc,max_power,torque,seats,fuel_efficiency_num,engine_cc_num,max_power_num,torque_num,brand,car_age,owner_numeric,power_per_cc,log_selling_price,price_category
Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.1 bhp,170Nm@ 1800-2400rpm,5.0,23.59,1364.0,67.1,170.0,toyota,12,1,0.04919354838709677,12.535379989788607,Budget
Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,83Nm@ 3000rpm,5.0,21.94,1196.0,63.0,83.0,maruti,7,0,0.052675585284280936,12.873904582205107,Budget
Maruti Alto LXI,2002,140000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,22,1,0.05816582914572864,11.849404844423074,Budget
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0,22.77,1498.0,98.59,205.0,ford,9,0,0.06581441922563418,13.304686600863562,Mid-range
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,550000,15000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,1197.0,81.86,113.75,hyundai,5,0,0.0683876357560568,13.217675375388819,Mid-range
Tata Tiago 1.2 Revotron XZ,2017,390000,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,23.84,1199.0,84.0,114.0,tata,7,0,0.07005838198498748,12.873904582205107,Budget
Hyundai Xcent 1.1 CRDi Base,2015,320000,91000,Diesel,Individual,Manual,Third Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,24.4,1120.0,71.0,180.4,hyundai,9,2,0.06339285714285714,12.676079399771027,Budget
Renault KWID RXL,2019,325000,14700,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,799.0,53.3,72.0,renault,5,0,0.06670838548185232,12.691583538230217,Budget
Maruti Swift VDI,2012,400000,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,1248.0,74.0,190.0,maruti,12,1,0.05929487179487179,12.899222326086994,Budget
Honda Amaze VX i-VTEC,2015,450000,50000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,109Nm@ 4500rpm,5.0,17.8,1198.0,86.7,109.0,honda,9,0,0.07237061769616027,13.017005083966255,Budget
Maruti Baleno Alpha 1.2,2016,660000,60000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,1197.0,83.1,115.0,maruti,8,0,0.06942355889724311,13.399996629152975,Mid-range
Maruti Swift Dzire ZDI,2015,630000,147000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,9,1,0.05929487179487179,13.353476685668044,Mid-range
Maruti Zen VXI,1998,55000,50000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,17.3,993.0,60.0,78.0,maruti,26,1,0.06042296072507553,10.915106645867503,Budget
Maruti Swift LDI BSIV,2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,1248.0,74.0,190.0,maruti,10,0,0.05929487179487179,12.793862088206213,Budget
Mahindra Bolero 2011-2019 SLX,2013,450000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,15.96,2523.0,62.1,195.0,mahindra,11,0,0.02461355529131986,13.017005083966255,Budget
Chevrolet Beat Diesel LT,2012,180000,120000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,936.0,57.6,150.0,chevrolet,12,0,0.06153846153846154,12.100717685412471,Budget
BMW X1 sDrive20d,2011,1000000,50000,Diesel,Individual,Automatic,First Owner,17.05 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0,17.05,1995.0,184.0,380.0,bmw,13,0,0.09223057644110276,13.815511557963774,Mid-range
Hyundai Grand i10 1.2 Kappa Era,2017,430000,52000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,17.0,1197.0,81.86,113.75,hyundai,7,0,0.0683876357560568,12.971542813248437,Budget
Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5.0,18.0,1497.0,117.6,145.0,honda,5,0,0.0785571142284569,14.020083538688642,Premium
Maruti Alto LXi BSIII,2010,150000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,14,1,0.05816582914572864,11.918397239722838,Budget
Maruti Vitara Brezza LDi,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,7,0,0.07091346153846154,13.384729180332174,Mid-range
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,1396.0,88.73,219.7,hyundai,9,3,0.06356017191977077,13.122365377402328,Budget
Hyundai Xcent 1.2 Kappa Base,2015,375000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,19.1,1197.0,82.0,114.0,hyundai,9,0,0.06850459482038429,12.834683971615659,Budget
Mahindra XUV500 W10 2WD,2017,1500000,66953,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,2179.0,140.0,330.0,mahindra,7,0,0.06424965580541533,14.220976332738882,Premium
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0,13.0,2982.0,168.5,343.0,toyota,10,1,0.05650570087189805,14.375126917328105,Premium
Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,19.09,1396.0,69.0,135.0,tata,12,2,0.0494269340974212,12.100717685412471,Budget
Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.02,190.0,maruti,7,0,0.05931089743589743,13.710151153416941,Mid-range
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7.0,12.99,2494.0,100.57,200.0,toyota,11,0,0.04032477947072975,13.45883704259595,Mid-range
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,17.92,1086.0,62.1,96.1,hyundai,13,0,0.057182320441988954,12.013706813470414,Budget
Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,21.5,1248.0,88.8,200.0,maruti,13,3,0.07115384615384615,12.765691290604371,Budget
Maruti Wagon R Stingray VXI,2014,350000,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,998.0,67.04,90.0,maruti,10,0,0.06717434869739479,12.765691290604371,Budget
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,680000,100000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,1396.0,88.73,219.7,hyundai,8,0,0.06356017191977077,13.429849547739444,Mid-range
Tata Manza Aura (ABS) Quadrajet,2010,200000,100000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,18.8,1248.0,90.0,200.0,tata,14,1,0.07211538461538461,12.206077645517674,Budget
Hyundai EON Magna Plus,2016,340000,30000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,8,0,0.06781326781326781,12.73670383776449,Budget
Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,22.3,1248.0,74.0,190.0,tata,12,1,0.05929487179487179,12.560247968016562,Budget
Maruti Baleno Delta,2020,630000,5000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.01,1197.0,81.8,113.0,maruti,4,0,0.0683375104427736,13.353476685668044,Mid-range
Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Dealer,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,1997.0,120.0,280.0,mahindra,16,0,0.06009013520280421,13.017005083966255,Budget
Hyundai i20 1.2 Sportz,2013,425000,23000,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,17.0,1197.0,80.0,11.4,hyundai,11,0,0.06683375104427736,12.959846800844963,Budget
Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,25.44,936.0,56.3,142.5,chevrolet,9,0,0.060149572649572644,12.206077645517674,Budget
Hyundai i20 1.4 Magna AT,2018,700000,42000,Petrol,Individual,Automatic,First Owner,18.6 kmpl,1368 CC,98.63 bhp,132.3Nm@ 4000rpm,5.0,18.6,1368.0,98.63,132.3,hyundai,6,0,0.07209795321637427,13.45883704259595,Mid-range
Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0,16.8,1405.0,62.0,12.5,tata,15,1,0.04412811387900356,11.407576060361786,Budget
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,25.1,1248.0,88.5,200.0,maruti,6,0,0.07091346153846154,13.845070331079134,Premium
Maruti Ciaz Zeta,2018,850000,64000,Petrol,Dealer,Manual,First Owner,20.65 kmpl,1462 CC,103.25 bhp,138Nm@ 4400rpm,5.0,20.65,1462.0,103.25,138.0,maruti,6,0,0.07062243502051983,13.652992804936396,Mid-range
Mahindra XUV500 W6 2WD,2014,780000,69000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,2179.0,140.0,330.0,mahindra,10,0,0.06424965580541533,13.567050480716235,Mid-range
Hyundai Santro Xing (Non-AC),2013,184000,15000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0,0.0,1086.0,62.1,96.1,hyundai,11,0,0.057182320441988954,12.122696471358964,Budget
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,17.8,1399.0,67.0,160.0,ford,12,2,0.04789135096497498,12.73670383776449,Budget
Datsun GO A Petrol,2016,275000,49000,Petrol,Dealer,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5.0,19.02,1198.0,67.05,104.0,datsun,8,0,0.05596828046744574,12.524530013005734,Budget
Hyundai i10 Era,2008,130000,120000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,16,1,0.06266114180478821,11.775297421715827,Budget
Maruti Swift Dzire ZDI Plus,2019,900000,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.02,190.0,maruti,5,0,0.05931089743589743,13.710151153416941,Mid-range
Maruti Swift VDI BSIV,2016,595000,131111,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.296318365198623,Mid-range
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,425000,70000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,1198.0,77.0,190.0,mahindra,8,1,0.0642737896494157,12.959846800844963,Budget
Hyundai Grand i10 Magna,2016,400000,80000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,1197.0,82.0,114.0,hyundai,8,1,0.06850459482038429,12.899222326086994,Budget
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,11.36,2755.0,171.5,360.0,toyota,8,0,0.062250453720508164,14.403297778421795,Premium
Hyundai i20 Asta (o),2010,350000,80000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,17.0,1197.0,80.0,11.4,hyundai,14,0,0.06683375104427736,12.765691290604371,Budget
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,15.1,2179.0,152.87,360.0,mahindra,6,0,0.07015603487838458,14.204169225721929,Premium
Maruti Alto LXi,2011,155000,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,13,0,0.05816582914572864,11.951186847493476,Budget
Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,16,2,0.06009615384615385,12.04355959836804,Budget
Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,23.59,1364.0,67.04,170.0,toyota,7,1,0.04914956011730206,13.384729180332174,Mid-range
Renault Duster 110PS Diesel RxZ,2014,650000,80000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,19.01,1461.0,108.45,248.0,renault,10,0,0.0742299794661191,13.384729180332174,Mid-range
Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,17,1,0.05816582914572864,11.695255355062795,Budget
Maruti Swift VXI,2018,560000,25000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,22.0,1197.0,81.8,113.0,maruti,6,0,0.0683375104427736,13.235693848424024,Mid-range
Maruti Swift Dzire Tour LDI,2018,580000,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,1248.0,74.0,190.0,maruti,6,0,0.05929487179487179,13.270785106659046,Mid-range
Hyundai Verna 1.6 CRDi S Option,2016,850000,120000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,23.9,1582.0,126.32,259.8,hyundai,8,0,0.07984829329962073,13.652992804936396,Mid-range
Maruti Swift LXI,2019,500000,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,1197.0,81.8,113.0,maruti,5,0,0.0683375104427736,13.122365377402328,Budget
Maruti Alto LX BSIII,2008,120000,68000,Petrol,Dealer,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,16,2,0.05816582914572864,11.695255355062795,Budget
Maruti SX4 Vxi BSIII,2007,160000,120000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5.0,15.0,1586.0,104.68,145.0,maruti,17,1,0.06600252206809584,11.982935344196433,Budget
Hyundai i10 Era,2008,165000,90000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,16,0,0.06266114180478821,12.013706813470414,Budget
Ford Classic 1.4 Duratorq Titanium,2014,350000,113226,Diesel,Dealer,Manual,First Owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,19.68,1399.0,67.0,160.0,ford,10,0,0.04789135096497498,12.765691290604371,Budget
Tata Bolt Quadrajet XE,2017,600000,27000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,22.95,1248.0,74.0,190.0,tata,7,0,0.05929487179487179,13.304686600863562,Mid-range
Tata Nano Lx BSIV,2012,60000,90000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0,25.4,624.0,37.48,51.0,tata,12,0,0.06006410256410256,11.002116507732017,Budget
Maruti Swift Dzire LXI,2015,434999,25000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0,20.85,1197.0,83.14,115.0,maruti,9,1,0.06945697577276524,12.983101310070822,Budget
Honda Civic 1.8 V AT,2009,280000,40000,Petrol,Individual,Automatic,Third Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0,12.9,1799.0,130.0,172.0,honda,15,2,0.07226236798221233,12.54254845357358,Budget
Volkswagen Polo Diesel Highline 1.2L,2011,325000,134000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,22.07,1199.0,73.9,180.0,volkswagen,13,1,0.06163469557964971,12.691583538230217,Budget
Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5.0,22.54,1396.0,88.76,224.0,hyundai,5,0,0.06358166189111748,13.606024566142413,Mid-range
Tata Nano CX,2013,80000,30000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4.0,25.4,624.0,37.48,51.0,tata,11,0,0.06006410256410256,11.289794413577894,Budget
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5.0,17.0,1497.0,121.36,150.0,ford,6,0,0.08106880427521711,13.652992804936396,Mid-range
Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,2179.0,140.0,330.0,mahindra,6,0,0.06424965580541533,14.220976332738882,Premium
Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,20.4,1194.0,94.93,120.0,ford,6,0,0.07950586264656617,13.3374763699232,Mid-range
Maruti Swift AMT ZDI,2018,670000,90000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.0,190.0,maruti,6,0,0.05929487179487179,13.415034483903348,Mid-range
Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2650 CC,80.84 bhp,230Nm@ 1800-2000rpm,7.0,17.0,2650.0,80.84,230.0,force,6,1,0.030505660377358492,13.652992804936396,Mid-range
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0,15.85,1499.0,110.4,140.0,ford,9,0,0.07364909939959974,13.592368256649284,Mid-range
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,320000,135000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,23.0,1396.0,90.0,22.4,hyundai,14,1,0.06446991404011461,12.676079399771027,Budget
Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,15,1,0.06009615384615385,12.30592250537653,Budget
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,625000,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2835 CC,116.9 bhp,292Nm@ 2000rpm,6.0,10.5,2835.0,116.9,292.0,mitsubishi,13,1,0.04123456790123457,13.345508528717259,Mid-range
Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,51000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,600Nm@ 2000rpm,5.0,14.74,2993.0,270.9,600.0,jaguar,10,0,0.09051119278316071,14.508658238524095,Premium
Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,21.1,1248.0,73.9,113.0,maruti,13,1,0.059214743589743594,12.611541086966115,Budget
Maruti Swift Dzire ZDI,2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,1248.0,74.0,190.0,maruti,11,0,0.05929487179487179,13.07107218827772,Budget
Mahindra Scorpio 1.99 S6 Plus,2015,875000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,1997.0,120.0,280.0,mahindra,9,0,0.06009013520280421,13.681980308196241,Mid-range
Volkswagen Vento 1.5 TDI Highline AT,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5.0,21.21,1498.0,103.2,250.0,volkswagen,10,1,0.06889185580774367,12.926350926565435,Budget
Maruti Ritz VXi,2011,229999,18500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0,18.5,1197.0,85.8,114.0,maruti,13,0,0.07167919799498747,12.345834587905333,Budget
Hyundai i20 1.4 CRDi Magna,2017,675000,25471,Diesel,Dealer,Manual,First Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,21.9,1396.0,90.0,22.4,hyundai,7,0,0.06446991404011461,13.42246945133505,Mid-range
Maruti Ertiga ZDI Plus,2018,950000,48500,Diesel,Dealer,Manual,First Owner,25.47 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,7.0,25.47,1248.0,88.5,200.0,maruti,6,0,0.07091346153846154,13.76421831620775,Mid-range
Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,72Nm@ 4386rpm,5.0,20.71,799.0,53.26,72.0,renault,6,0,0.06665832290362954,12.873904582205107,Budget
Skoda Octavia Ambiente 1.9 TDI MT,2007,195000,175000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5.0,18.7,1896.0,66.0,210.0,skoda,17,1,0.03481012658227848,12.180759965737863,Budget
Maruti Ritz LDi,2016,400000,60000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,1248.0,73.94,190.0,maruti,8,2,0.05924679487179487,12.899222326086994,Budget
Hyundai Creta 1.6 SX Automatic,2016,890000,40000,Petrol,Dealer,Automatic,First Owner,14.8 kmpl,1591 CC,121.3 bhp,151NM@ 4850rpm,5.0,14.8,1591.0,121.3,151.0,hyundai,8,0,0.07624135763670647,13.698977865303197,Mid-range
Datsun GO Plus A,2015,350000,60000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7.0,20.62,1198.0,67.0,104.0,datsun,9,0,0.055926544240400666,12.765691290604371,Budget
Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,1997.0,120.0,280.0,mahindra,9,0,0.06009013520280421,13.353476685668044,Mid-range
Maruti Vitara Brezza ZDi Plus,2017,869999,60000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,7,0,0.07091346153846154,13.676248490630767,Mid-range
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000,170000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,2494.0,102.0,20.4,toyota,15,2,0.0408981555733761,13.237477967034438,Mid-range
Honda City i DTEC V,2015,600000,128000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,1498.0,98.6,200.0,honda,9,0,0.06582109479305741,13.304686600863562,Mid-range
Maruti Ritz LDi,2011,170000,175000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,21.1,1248.0,73.9,190.0,maruti,13,1,0.059214743589743594,12.04355959836804,Budget
Hyundai Verna 1.6 CRDI,2011,440000,80000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,22.32,1582.0,126.3,259.9,hyundai,13,2,0.07983565107458912,12.994532278619134,Budget
Tata Zest Quadrajet 1.3 75PS XE,2015,350000,60000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,22.95,1248.0,74.0,190.0,tata,9,0,0.05929487179487179,12.765691290604371,Budget
